Internal ID Number,Name,Common Name,Type,Constellation,V,RAJ2000,DEJ2000
Gal_Tel_IC 4874,IC 4874,,Gal,Telescopium,,294.1005,-47.2666
Gal_Sgr_NGC 6805,NGC 6805,,Gal,Sagittarius,,294.2004,-37.55
Gal_Sgr_NGC 6806,NGC 6806,,Gal,Sagittarius,,294.3004,-42.3166
Gal_Dra_NGC 6817,NGC 6817,,Gal,Draco,15.0,294.3505,62.3667
Gal_Pav_IC 4870,IC 4870,,Gal,Pavo,,294.4005,-65.8166
Gal_Tel_IC 4875,IC 4875,,Gal,Telescopium,,294.4255,-52.0666
Gal_Tel_IC 4876,IC 4876,,Gal,Telescopium,,294.4255,-52.85
Gal_Tel_IC 4877,IC 4877,,Gal,Telescopium,,294.4755,-51.9833
OpC_Cyg_NGC 6811,NGC 6811,,OpC,Cygnus,6.8,294.5505,46.5667
notype_Pav_IC 4878,IC 4878,,-,Pavo,,294.7005,-58.2166
notype_Vul_IC 1305,IC 1305,,-,Vulpecula,,294.8254,20.2167
notype_Tel_IC 4879,IC 4879,,-,Telescopium,,294.9255,-52.3666
GlC_Sgr_NGC 6809,NGC 6809,M  55,GlC,Sagittarius,7.0,295.0004,-30.9666
Gal_Oct_IC 4864,IC 4864,,Gal,Octans,,295.0258,-77.55
Nb_Vul_NGC 6813,NGC 6813,,Nb,Vulpecula,,295.1004,27.3
Gal_Tel_IC 4881,IC 4881,,Gal,Telescopium,,295.1005,-55.85
Gal_Tel_IC 4882,IC 4882,,Gal,Telescopium,,295.1005,-55.2
Gal_Tel_IC 4880,IC 4880,,Gal,Telescopium,,295.1255,-56.4166
OpC_Vul_NGC 6815,NGC 6815,,OpC,Vulpecula,,295.2254,26.85
OpC_Cyg_NGC 6819,NGC 6819,,OpC,Cygnus,7.3,295.3254,40.1833
Gal_Dra_NGC 6825,NGC 6825,,Gal,Draco,15.0,295.4255,64.0833
notype_Cyg_IC 1306,IC 1306,,-,Cygnus,,295.4254,37.65
Gal_Tel_IC 4883,IC 4883,,Gal,Telescopium,,295.5005,-55.55
Gal_Aql_NGC 6814,NGC 6814,,Gal,Aquila,11.2,295.6754,-10.3167
notype_Pav_IC 4884,IC 4884,,-,Pavo,,295.6755,-58.1166
notype_Vul_IC 1307,IC 1307,,-,Vulpecula,,295.7004,27.5
Nb_Vul_NGC 6820,NGC 6820,,Nb,Vulpecula,,295.7754,23.2833
OpC_Vul_NGC 6823,NGC 6823,,OpC,Vulpecula,7.1,295.7754,23.3
Gal_Tel_IC 4886,IC 4886,,Gal,Telescopium,,295.7755,-51.8
Gal_Pav_NGC 6810,NGC 6810,,Gal,Pavo,12.0,295.9005,-58.6666
Gal_Cyg_NGC 6824,NGC 6824,,Gal,Cygnus,11.9,295.9255,56.1167
Gal_Pav_NGC 6808,NGC 6808,,Gal,Pavo,13.0,295.9756,-70.65
Gal_Pav_IC 4885,IC 4885,,Gal,Pavo,,295.9755,-60.65
notype_Sgr_NGC 6816,NGC 6816,,-,Sagittarius,,296.0004,-28.55
PN_Sgr_NGC 6818,NGC 6818,,PN,Sagittarius,10.0,296.0004,-14.15
Gal_Aql_NGC 6821,NGC 6821,,Gal,Aquila,14.0,296.1004,-6.8333
PN_Cyg_NGC 6826,NGC 6826,Blinking planetary,PN,Cygnus,10.0,296.2005,50.5167
Gal_Sgr_NGC 6822,NGC 6822,Barnard's galaxy,Gal,Sagittarius,9.0,296.2254,-14.8
Gal_Tel_IC 4888,IC 4888,,Gal,Telescopium,,296.2255,-54.45
Gal_Sgr_IC 4895,IC 4895,,Gal,Sagittarius,8.0,296.2504,-14.8
notype_Sgr_IC 1308,IC 1308,,-,Sagittarius,,296.2754,-14.7167
Gal_Tel_IC 4889,IC 4889,,Gal,Telescopium,12.0,296.3255,-54.3333
Gal_Tel_IC 4891,IC 4891,,Gal,Telescopium,,296.3255,-54.35
Gal_Tel_NGC 6812,NGC 6812,,Gal,Telescopium,,296.3505,-55.35
Gal_Tel_IC 4890,IC 4890,,Gal,Telescopium,,296.4005,-56.55
Gal_Tel_IC 4894,IC 4894,,Gal,Telescopium,,296.7505,-51.85
Gal_Dra_NGC 6829,NGC 6829,,Gal,Draco,15.0,296.7755,59.9167
notype_Sgr_IC 4898,IC 4898,,-,Sagittarius,,296.9504,-33.3166
Gal_Dra_NGC 6831,NGC 6831,,Gal,Draco,14.0,296.9755,59.9
notype_Dra_NGC 6832,NGC 6832,,-,Draco,,297.0255,59.4167
notype_Pav_IC 4887,IC 4887,,-,Pavo,,297.0756,-69.5833
OpC_Vul_NGC 6827,NGC 6827,,OpC,Vulpecula,,297.2254,21.2167
notype_Pav_IC 4896,IC 4896,,-,Pavo,,297.2755,-58.9833
Gal_Tel_IC 4897,IC 4897,,Gal,Telescopium,,297.3255,-51.8666
Gal_Pav_IC 4892,IC 4892,,Gal,Pavo,,297.3756,-70.2333
PN_Cyg_NGC 6833,NGC 6833,,PN,Cygnus,14.0,297.4255,48.9667
notype_Tel_IC 4900,IC 4900,,-,Telescopium,,297.5755,-51.3333
notype_Aql_NGC 6828,NGC 6828,,-,Aquila,,297.6004,7.9167
notype_Pav_IC 4893,IC 4893,,-,Pavo,,297.6506,-72.5166
OpC_Vul_NGC 6830,NGC 6830,,OpC,Vulpecula,7.9,297.7504,23.0667
OpC_Cyg_NGC 6834,NGC 6834,,OpC,Cygnus,7.8,298.0504,29.4167
OpC_Aql_NGC 6837,NGC 6837,,OpC,Aquila,,298.3754,11.6833
GlC_Sge_NGC 6838,NGC 6838,M  71,GlC,Sagitta,8.3,298.4504,18.7833
notype_Pav_IC 4899,IC 4899,,-,Pavo,,298.6006,-70.6
Gal_Pav_IC 4901,IC 4901,,Gal,Pavo,,298.6005,-58.7166
notype_Tel_IC 4902,IC 4902,,-,Telescopium,,298.6005,-56.3833
Gal_Sgr_NGC 6835,NGC 6835,,Gal,Sagittarius,12.5,298.6254,-12.5667
notype_Sge_NGC 6839,NGC 6839,,-,Sagitta,,298.6254,17.9
Gal_Sgr_NGC 6836,NGC 6836,,Gal,Sagittarius,13.0,298.6754,-12.6833
PN_Vul_NGC 6842,NGC 6842,,PN,Vulpecula,14.0,298.7504,29.2833
OpC_Aql_NGC 6840,NGC 6840,,OpC,Aquila,,298.8254,12.1
OpC_Aql_NGC 6843,NGC 6843,,OpC,Aquila,,299.0254,12.15
notype_Pav_IC 4905,IC 4905,,-,Pavo,,299.0255,-61.2166
notype_Tel_IC 4907,IC 4907,,-,Telescopium,,299.0505,-52.45
OpC_Cyg_NGC 6846,NGC 6846,,OpC,Cygnus,14.0,299.1254,30.35
Gal_Tel_IC 4909,IC 4909,,Gal,Telescopium,,299.1755,-50.05
Gal_Pav_IC 4906,IC 4906,,Gal,Pavo,,299.2005,-60.4666
Gal_Sgr_IC 4913,IC 4913,,Gal,Sagittarius,,299.2004,-37.3333
notype_Tel_IC 4908,IC 4908,,-,Telescopium,,299.2255,-55.7833
notype_Cyg_NGC 6847,NGC 6847,,-,Cygnus,,299.2504,29.3333
notype_Tel_IC 4911,IC 4911,,-,Telescopium,,299.4255,-51.9666
Gal_Sgr_NGC 6841,NGC 6841,,Gal,Sagittarius,,299.4504,-31.8166
notype_Pav_IC 4910,IC 4910,,-,Pavo,,299.4505,-56.8666
notype_Tel_IC 4914,IC 4914,,-,Telescopium,,299.5255,-50.1166
notype_Pav_IC 4903,IC 4903,,-,Pavo,,299.5506,-70.45
Gal_Tel_IC 4916,IC 4916,,Gal,Telescopium,,299.5755,-50.2666
notype_Pav_IC 4904,IC 4904,,-,Pavo,,299.6256,-70.1833
Gal_Tel_IC 4915,IC 4915,,Gal,Telescopium,,299.6255,-52.6333
Gal_Tel_IC 4917,IC 4917,,Gal,Telescopium,,299.7255,-52.2666
notype_Cyg_NGC 6856,NGC 6856,,-,Cygnus,,299.8255,56.1333
notype_Tel_IC 4918,IC 4918,,-,Telescopium,,299.8255,-52.2833
notype_Sgr_IC 4922,IC 4922,,-,Sagittarius,,299.8754,-40.3666
PN_Vul_NGC 6853,NGC 6853,"Dumbbell nebula, M  27",PN,Vulpecula,8.1,299.9004,22.7167
notype_Sgr_IC 4924,IC 4924,,-,Sagittarius,,299.9754,-41.55
notype_Tel_IC 4920,IC 4920,,-,Telescopium,,300.0255,-53.3833
Gal_Tel_IC 4919,IC 4919,,Gal,Telescopium,,300.0505,-55.3666
notype_Sgr_IC 4926,IC 4926,,-,Sagittarius,,300.0504,-38.5833
PN_Aql_NGC 6852,NGC 6852,,PN,Aquila,,300.1504,1.7167
Gal_Dra_NGC 6869,NGC 6869,,Gal,Draco,13.0,300.1755,66.2166
Gal_Sgr_IC 4931,IC 4931,,Gal,Sagittarius,,300.2004,-38.5833
Gal_Tel_NGC 6845,NGC 6845,,Gal,Telescopium,,300.2255,-47.0833
Gal_Tel_IC 4923,IC 4923,,Gal,Telescopium,,300.2505,-52.6333
notype_Tel_IC 4925,IC 4925,,-,Telescopium,,300.3005,-52.85
notype_Sgr_NGC 6849,NGC 6849,,-,Sagittarius,,300.3254,-40.2166
Gal_Tel_IC 4927,IC 4927,,Gal,Telescopium,,300.4505,-53.9166
PN_Cyg_NGC 6857,NGC 6857,,PN,Cygnus,,300.4754,33.5167
notype_Tel_IC 4932,IC 4932,,-,Telescopium,,300.5755,-52.8333
notype_Tel_IC 4930,IC 4930,,-,Telescopium,,300.6005,-54.3
Gal_Pav_NGC 6844,NGC 6844,,Gal,Pavo,,300.7005,-65.2333
Gal_Tel_NGC 6848,NGC 6848,,Gal,Telescopium,,300.7005,-56.0833
notype_Aql_NGC 6858,NGC 6858,,-,Aquila,,300.7754,11.2667
Gal_Sgr_IC 1309,IC 1309,,Gal,Sagittarius,,300.7754,-17.2333
notype_Pav_IC 4921,IC 4921,,-,Pavo,,300.8256,-67.8333
Gal_Tel_NGC 6850,NGC 6850,,Gal,Telescopium,,300.8755,-54.85
Gal_Tel_IC 4933,IC 4933,,Gal,Telescopium,,300.8755,-54.9833
Gal_Tel_NGC 6851,NGC 6851,,Gal,Telescopium,13.0,300.9005,-48.2833
OpC_Cyg_NGC 6866,NGC 6866,,OpC,Cygnus,7.6,300.9254,44.0
Str_Aql_NGC 6859,NGC 6859,,Str,Aquila,,300.9754,0.4333
Gal_Pav_IC 4935,IC 4935,,Gal,Pavo,,301.1505,-57.6
Nb_Vul_IC 4954,IC 4954,,Nb,Vulpecula,,301.2004,29.25
notype_Vul_IC 4955,IC 4955,,-,Vulpecula,,301.2254,29.1833
Ast_Aql_NGC 6863,NGC 6863,,Ast,Aquila,,301.2754,-3.5667
Gal_Tel_IC 4937,IC 4937,,Gal,Telescopium,,301.3255,-56.25
Gal_Tel_NGC 6854,NGC 6854,,Gal,Telescopium,13.0,301.4255,-54.3833
notype_Sgr_IC 4940,IC 4940,,-,Sagittarius,,301.4254,-44.7
OpC_Cyg_NGC 6871,NGC 6871,,OpC,Cygnus,5.2,301.4754,35.7833
Gal_Pav_IC 4936,IC 4936,,Gal,Pavo,,301.4755,-61.4333
Gal_Aql_NGC 6865,NGC 6865,,Gal,Aquila,,301.5004,-9.0333
notype_Sgr_IC 4946,IC 4946,,-,Sagittarius,,301.5004,-44.0333
GlC_Sgr_NGC 6864,NGC 6864,M  75,GlC,Sagittarius,8.6,301.5254,-21.9166
Gal_Pav_IC 4938,IC 4938,,Gal,Pavo,,301.5505,-60.2166
Gal_Tel_IC 4943,IC 4943,,Gal,Telescopium,,301.6255,-48.3666
notype_Sgr_IC 4948,IC 4948,,-,Sagittarius,,301.6254,-43.6166
Gal_Pav_IC 4929,IC 4929,,Gal,Pavo,,301.6756,-71.6833
Gal_Tel_NGC 6855,NGC 6855,,Gal,Telescopium,,301.7005,-56.4
Gal_Oct_IC 4912,IC 4912,,Gal,Octans,,301.7007,-77.35
Gal_Tel_IC 4942,IC 4942,,Gal,Telescopium,,301.7005,-52.6166
Gal_Tel_IC 4941,IC 4941,,Gal,Telescopium,,301.7505,-53.65
Gal_Tel_IC 4944,IC 4944,,Gal,Telescopium,,301.7755,-54.45
notype_Pav_IC 4934,IC 4934,,-,Pavo,,301.8006,-69.4666
notype_Pav_IC 4939,IC 4939,,-,Pavo,,301.8005,-60.7333
Gal_Tel_NGC 6861,NGC 6861,,Gal,Telescopium,11.1,301.8255,-48.3666
Gal_Tel_IC 4949,IC 4949,,Gal,Telescopium,,301.8255,-48.3666
Gal_Tel_IC 4947,IC 4947,,Gal,Telescopium,,301.8755,-53.1333
notype_Cyg_NGC 6874,NGC 6874,,-,Cygnus,,301.9504,38.2333
Str_Sge_NGC 6873,NGC 6873,,Str,Sagitta,,302.0754,21.1
Gal_Tel_IC 4950,IC 4950,,Gal,Telescopium,,302.1005,-56.1666
Gal_Tel_IC 4952,IC 4952,,Gal,Telescopium,,302.1505,-55.45
Gal_Pav_NGC 6860,NGC 6860,,Gal,Pavo,,302.2005,-61.1
Gal_Tel_NGC 6862,NGC 6862,,Gal,Telescopium,,302.2255,-56.4
Gal_Pav_IC 4951,IC 4951,,Gal,Pavo,,302.3755,-61.85
Gal_Tel_IC 4957,IC 4957,,Gal,Telescopium,,302.4005,-55.7166
Gal_Tel_NGC 6868,NGC 6868,,Gal,Telescopium,12.0,302.4755,-48.3833
notype_Cyg_IC 1310,IC 1310,,-,Cygnus,,302.5004,34.9667
notype_Pav_IC 4953,IC 4953,,-,Pavo,,302.5255,-62.8
Gal_Tel_NGC 6870,NGC 6870,,Gal,Telescopium,12.2,302.5505,-48.2833
notype_Oct_IC 4928,IC 4928,,-,Octans,,302.5507,-77.3
C+N_Cyg_IC 1311,IC 1311,,C+N,Cygnus,13.0,302.5754,41.2167
Gal_Tel_NGC 6867,NGC 6867,,Gal,Telescopium,,302.6005,-54.7833
PN_Cyg_NGC 6884,NGC 6884,,PN,Cygnus,13.0,302.6005,46.4666
PN_Sge_NGC 6879,NGC 6879,,PN,Sagitta,13.0,302.6254,16.9167
PN_Cyg_NGC 6881,NGC 6881,,PN,Cygnus,14.0,302.7004,37.4167
notype_Tel_IC 4959,IC 4959,,-,Telescopium,,302.7505,-53.1
OpC_Cyg_NGC 6883,NGC 6883,,OpC,Cygnus,8.0,302.8254,35.85
Gal_Pav_IC 4945,IC 4945,,Gal,Pavo,,302.8256,-71.0166
Gal_Tel_IC 4956,IC 4956,,Gal,Telescopium,,302.8754,-45.6
Gal_Tel_IC 4961,IC 4961,,Gal,Telescopium,,302.8755,-53.1333
OpC_Vul_NGC 6882,NGC 6882,,OpC,Vulpecula,8.1,302.9254,26.55
notype_Cap_IC 4977,IC 4977,,-,Capricornus,,302.9754,-21.6333
OpC_Vul_NGC 6885,NGC 6885,,OpC,Vulpecula,6.0,303.0004,26.4833
Nb_Cyg_NGC 6888,NGC 6888,Crescent nebula,Nb,Cygnus,,303.0004,38.35
Gal_Tel_IC 4963,IC 4963,,Gal,Telescopium,,303.0255,-55.25
notype_Tel_IC 4966,IC 4966,,-,Telescopium,,303.0755,-53.6
Gal_Pav_IC 4965,IC 4965,,Gal,Pavo,,303.1255,-56.8333
PN_Sge_NGC 6886,NGC 6886,,PN,Sagitta,12.0,303.1754,19.9833
Gal_Tel_IC 4969,IC 4969,,Gal,Telescopium,,303.2255,-53.9166
Gal_Tel_NGC 6875,NGC 6875,,Gal,Telescopium,13.0,303.3005,-46.15
Gal_Sgr_NGC 6878,NGC 6878,,Gal,Sagittarius,13.4,303.4754,-44.5166
Gal_Tel_IC 4975,IC 4975,,Gal,Telescopium,,303.5005,-52.7166
notype_Pav_IC 4968,IC 4968,,-,Pavo,,303.6505,-64.7833
notype_Pav_IC 4973,IC 4973,,-,Pavo,,303.6505,-58.3666
notype_Tel_IC 4978,IC 4978,,-,Telescopium,,303.6505,-54.4333
Gal_Tel_IC 4979,IC 4979,,Gal,Telescopium,,303.6755,-53.4666
PN_Del_NGC 6891,NGC 6891,,PN,Delphinus,12.0,303.8004,12.7
notype_Pav_IC 4974,IC 4974,,-,Pavo,,303.8255,-61.8666
Gal_Pav_IC 4960,IC 4960,,Gal,Pavo,,303.8506,-70.5333
notype_Pav_IC 4958,IC 4958,,-,Pavo,,303.8756,-72.7
notype_Pav_IC 4976,IC 4976,,-,Pavo,,303.8755,-61.8833
Gal_Pav_IC 4980,IC 4980,,Gal,Pavo,,303.8755,-57.9166
notype_Pav_IC 4962,IC 4962,,-,Pavo,,303.9756,-71.0
Gal_Tel_IC 4983,IC 4983,,Gal,Telescopium,,304.0255,-52.0833
notype_Tel_IC 4984,IC 4984,,-,Telescopium,,304.0755,-52.7166
PN_Cyg_NGC 6894,NGC 6894,,PN,Cygnus,14.0,304.1004,30.5667
notype_Cyg_NGC 6895,NGC 6895,,-,Cygnus,,304.1005,50.2333
Gal_Pav_IC 4967,IC 4967,,Gal,Pavo,,304.1006,-70.5666
OpC_Cyg_IC 4996,IC 4996,,OpC,Cygnus,7.3,304.1254,37.6333
notype_Sge_NGC 6892,NGC 6892,,-,Sagitta,,304.2004,18.0333
notype_Sge_IC 1312,IC 1312,,-,Sagitta,,304.2004,18.0167
Gal_Pav_NGC 6872,NGC 6872,,Gal,Pavo,11.6,304.2256,-70.7666
Gal_Pav_IC 4970,IC 4970,,Gal,Pavo,13.9,304.2256,-70.75
notype_Pav_IC 4971,IC 4971,,-,Pavo,,304.2506,-70.6333
Gal_Tel_NGC 6887,NGC 6887,,Gal,Telescopium,12.0,304.3005,-52.7833
Gal_Tel_IC 4986,IC 4986,,Gal,Telescopium,,304.3005,-55.0333
Gal_Tel_IC 4987,IC 4987,,Gal,Telescopium,,304.3255,-52.2833
notype_Cyg_IC 1315,IC 1315,,-,Cygnus,,304.3504,30.6833
Gal_Pav_IC 4964,IC 4964,,Gal,Pavo,,304.3506,-73.8833
notype_Vul_IC 1314,IC 1314,,-,Vulpecula,,304.4254,25.1833
Gal_Pav_IC 4972,IC 4972,,Gal,Pavo,,304.4256,-70.9166
notype_Cyg_NGC 6896,NGC 6896,,-,Cygnus,,304.5004,30.65
Gal_Pav_NGC 6876,NGC 6876,,Gal,Pavo,13.0,304.5756,-70.8666
Gal_Sgr_NGC 6890,NGC 6890,,Gal,Sagittarius,12.5,304.5754,-44.8
Gal_Sgr_IC 4991,IC 4991,,Gal,Sagittarius,,304.6004,-41.05
Gal_Pav_NGC 6877,NGC 6877,,Gal,Pavo,12.7,304.6506,-70.85
Gal_Cap_IC 1313,IC 1313,,Gal,Capricornus,,304.6754,-16.95
Gal_Tel_NGC 6889,NGC 6889,,Gal,Telescopium,,304.7255,-53.95
Gal_Pav_NGC 6880,NGC 6880,,Gal,Pavo,,304.8756,-70.8666
notype_Pav_IC 4989,IC 4989,,-,Pavo,,304.8755,-58.55
Gal_Dra_NGC 6911,NGC 6911,,Gal,Draco,15.0,304.9005,66.75
